City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
1316,Poya,NC,85.71,light rain,-21.35,165.15,
1319,Omboue,GA,75.27,moderate rain,-1.5746,9.2618,
1321,Tutoia,BR,80.94,overcast clouds,-2.7619,-42.2744,
1324,Wiang Sa,TH,80.85,broken clouds,8.6359,99.3666,
1325,Palembang,ID,82.49,scattered clouds,-2.9167,104.7458,
1334,Mamallapuram,IN,82.45,scattered clouds,12.6264,80.1722,
1340,Semarang,ID,88.97,light rain,-6.9932,110.4203,
1342,Singaraja,ID,79.97,light rain,-8.112,115.0882,
1345,Estefania,PH,75.47,broken clouds,17.7976,121.7253,
1352,Auki,SB,78.69,light rain,-8.7676,160.7034,
1354,Manali,IN,82.49,broken clouds,13.1667,80.2667,
1357,Kralendijk,BQ,81.41,broken clouds,12.15,-68.2667,
1358,Le Vauclin,MQ,80.65,broken clouds,14.5452,-60.8388,
1361,Cotonou,BJ,80.76,broken clouds,6.3654,2.4183,
1370,Bentong,MY,78.12,overcast clouds,3.5181,101.9079,
1390,Kuala Terengganu,MY,79.23,overcast clouds,5.3302,103.1408,
1393,Pringsewu,ID,82.67,overcast clouds,-5.3582,104.9744,
1403,Freetown,SL,79.93,overcast clouds,8.484,-13.2299,
1417,Tanete,ID,78.1,moderate rain,-3.9443,119.7848,
1434,Ko Samui,TH,79.61,scattered clouds,9.5357,99.9357,
1435,Payo,ID,83.32,overcast clouds,-3.7508,103.6372,
1445,Pandan,PH,79.45,overcast clouds,14.0453,124.1694,
1447,Takoradi,GH,78.98,light rain,4.8845,-1.7554,
1449,Pemba,MZ,79.56,few clouds,-12.974,40.5178,
1457,Port Moresby,PG,83.75,overcast clouds,-9.4431,147.1797,
1464,Mangaluru,IN,77.86,few clouds,12.8667,74.8833,
1468,Santo Domingo,DO,77.04,overcast clouds,18.5001,-69.9886,
1471,Domoni,KM,79.38,broken clouds,-12.2569,44.5319,
1480,Batticaloa,LK,79.99,clear sky,7.7102,81.6924,
1484,Farafangana,MG,76.78,light rain,-22.8167,47.8333,
1496,Tarakan,ID,76.5,light rain,3.3,117.6333,
1497,Byron Bay,AU,78.75,broken clouds,-28.65,153.6167,
1499,Lodwar,KE,78.31,overcast clouds,3.1191,35.5973,
1500,Novo Oriente,BR,80.91,broken clouds,-5.5344,-40.7742,
1501,Laguna De Perlas,NI,77.02,clear sky,12.3429,-83.6712,
1505,Santiago,CL,76.86,clear sky,-33.4569,-70.6483,
1517,Voh,NC,85.41,broken clouds,-20.9667,164.7,
1525,Sao Miguel Do Iguacu,BR,78.01,clear sky,-25.3481,-54.2378,
1530,Pimenteiras,BR,76.15,clear sky,-6.2453,-41.4192,
1537,Cururupu,BR,75.96,broken clouds,-1.8283,-44.8683,
1539,Kefamenanu,ID,87.4,overcast clouds,-9.4467,124.4781,
1540,Iquitos,PE,75.24,broken clouds,-3.7481,-73.2472,
1549,Ca Mau,VN,79.75,broken clouds,9.1769,105.15,
1551,Kokoda,PG,86.11,overcast clouds,-8.8785,147.7407,
1553,Crib Point,AU,82.02,overcast clouds,-38.35,145.2,
1559,San Pedro,PH,83.32,scattered clouds,14.35,121.0167,
1562,Aloleng,PH,82.2,overcast clouds,16.1307,119.7824,
1563,Kuah,MY,79.25,overcast clouds,6.3265,99.8432,
1564,Soure,BR,79.66,broken clouds,-0.7167,-48.5233,
1579,Catuday,PH,79.07,overcast clouds,16.2923,119.8062,
1584,Tangara,BR,75.88,overcast clouds,-6.1994,-35.8017,
1586,Jalingo,NG,77.09,overcast clouds,8.8833,11.3667,
1592,Road Town,VG,80.01,broken clouds,18.4167,-64.6167,
1593,West Bay,KY,80.01,few clouds,19.3667,-81.4167,
1595,Malindi,KE,78.78,overcast clouds,-3.2175,40.1191,
1597,Fomboni,KM,82.15,few clouds,-12.28,43.7425,
1616,Kuching,MY,79.02,light rain,1.55,110.3333,
1617,Maragogi,BR,77.52,few clouds,-9.0122,-35.2225,
1626,Champerico,GT,81.03,clear sky,14.3,-91.9167,
1633,Garissa,KE,75.09,light rain,-0.4536,39.6401,
1665,Gua Musang,MY,80.37,overcast clouds,4.8823,101.9644,
1669,Sungaipenuh,ID,77.36,broken clouds,-2.0833,101.3833,
1679,Neiafu,TO,83.08,broken clouds,-18.65,-173.9833,
1680,Sao Jose Da Coroa Grande,BR,77.72,few clouds,-8.8978,-35.1478,
1681,Bien Hoa,VN,82.38,overcast clouds,10.95,106.8167,
1682,Brownsville,US,77.09,clear sky,25.9018,-97.4975,
1691,Liku,ID,88.66,overcast clouds,-0.7275,119.8922,
1692,Pijijiapan,MX,76.55,clear sky,15.7011,-93.23,
1694,Denpasar,ID,80.26,light rain,-8.65,115.2167,
1697,Bombay,IN,76.89,mist,19.0144,72.8479,
1702,Turan,VN,84.25,mist,16.0678,108.2208,
1710,Benguela,AO,75.74,overcast clouds,-12.5763,13.4055,
1715,San Juan,AR,77.56,broken clouds,-31.5375,-68.5364,
1728,Kieta,PG,82.51,light rain,-6.2167,155.6333,
1732,Seropedica,BR,75.51,scattered clouds,-22.7439,-43.7075,
1735,Vung Tau,VN,78.6,overcast clouds,10.346,107.0843,
1749,Port Augusta,AU,83.71,scattered clouds,-32.5,137.7667,
1752,Mucurapo,TT,80.13,broken clouds,10.6667,-61.5333,
1763,Beruwala,LK,80.62,scattered clouds,6.4788,79.9828,
1768,Sumenep,ID,77.94,moderate rain,-7.0167,113.8667,
1771,Tabuk,PH,76.66,scattered clouds,17.4189,121.4443,
1780,Chateaubelair,VC,79.41,overcast clouds,13.2833,-61.25,
1789,Acarau,BR,81.07,scattered clouds,-2.8856,-40.12,
1794,Okitipupa,NG,75.49,scattered clouds,6.5047,4.7839,
1798,Chake Chake,TZ,75.88,light rain,-5.2459,39.7666,
1799,Cam Ranh,VN,76.96,scattered clouds,11.9214,109.1591,
1804,Barreirinha,BR,76.28,broken clouds,-2.7933,-57.07,
1821,Cabedelo,BR,79.47,scattered clouds,-6.9811,-34.8339,
1825,Delmas,HT,79.52,scattered clouds,18.5447,-72.3028,
1838,Vitoria,BR,75.06,few clouds,-20.3194,-40.3378,
1839,Sembakung,ID,76.93,heavy intensity rain,3.8167,117.25,
1840,Kimbe,PG,84.31,light rain,-5.5502,150.1429,
1851,Coari,BR,77.07,overcast clouds,-4.085,-63.1414,
1852,Savannah Bight,HN,79.0,clear sky,16.45,-85.85,
1865,Thinadhoo,MV,82.24,broken clouds,0.5333,72.9333,
1870,Ico,BR,83.34,broken clouds,-6.4011,-38.8622,
1874,Kaohsiung,TW,80.1,few clouds,22.6163,120.3133,
1881,Tamiahua,MX,75.13,scattered clouds,21.2667,-97.45,
1890,Presidente Epitacio,BR,77.56,broken clouds,-21.7633,-52.1156,
1894,Mtambile,TZ,77.76,light rain,-5.3833,39.7,
1898,Urucara,BR,75.85,broken clouds,-2.5364,-57.76,
1899,Nsanje,MW,75.16,clear sky,-16.92,35.262,
1907,Black River,JM,77.0,clear sky,18.0264,-77.8487,
1913,Svay Rieng,KH,78.48,overcast clouds,11.0879,105.7993,
1914,Soyo,AO,78.08,overcast clouds,-6.1349,12.3689,
1923,Teahupoo,PF,78.76,overcast clouds,-17.8333,-149.2667,
